CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
7,CI,77046,D,22,201917,0,,1.93654,2.18264,0.12642,Rosa,1,0
7,CI,79304,C,15,201925,0,,0.61082,1.36519,0.35104,Rosa,1,0
7,CI,90340,D,25,201933,0,,2.28598,2.13854,0.16836,Rosa,1,0
7,CI,94463,B,7,201901,0,,1.6843,1.39243,0.13958,Rosa,1,0
7,CI,94463,B,7,201905,0,,1.6843,1.39243,0.13958,Rosa,1,1
7,CN,35313,A,7,201909,0,,0.91441,3.3942,0.13457,Rosa,2,0
7,CN,35313,A,7,201913,0,,0.91441,3.3942,0.13457,Rosa,2,1
7,CN,35343,A,21,201929,0,,0.81521,2.58793,0.22187,Rosa,2,0
7,CN,90846,D,30,201921,0,,0.38144,0.44918,0.08577,Rosa,2,0
7,CN,94394,D,4,201937,0,,1.18418,1.05261,0.05331,Rosa,2,0
7,HG,35282,B,26,201936,0,,0.89962,2.42095,0.27592,Azul,1,0
7,HG,76524,B,28,201904,0,,1.30119,0.42734,0.17914,Azul,1,0
7,HG,76524,B,28,201908,0,,1.30119,0.42734,0.17914,Azul,1,1
7,HG,89293,A,21,201928,0,,0.72587,-0.0948,0.06351,Azul,1,0
7,HG,92982,D,29,201920,0,,1.1448,0.6967,0.19719,Azul,1,0
7,LC,35986,D,24,201931,0,,1.21057,2.41627,0.20246,Branca,2,0
7,LC,57400,C,7,201911,0,,1.4613,1.37593,0.19539,Branca,2,0
7,LC,57400,C,7,201915,0,,1.4613,1.37593,0.19539,Branca,2,1
7,LC,58315,C,30,201923,0,,0.81857,1.42933,0.119,Branca,2,0
7,LC,71712,B,23,201939,0,,3.02361,1.3633,0.07501,Branca,2,0
7,LP,56907,D,22,201927,0,,1.47462,1.61175,0.10017,Cinza,1,0
7,LP,57130,B,7,201903,0,,1.01879,1.26703,0.15325,Cinza,1,0
7,LP,57130,B,7,201907,0,,1.01879,1.26703,0.15325,Cinza,1,1
7,LP,75282,A,4,201935,0,,2.16563,1.86895,0.13799,Cinza,1,0
7,LP,93305,A,1,201919,0,,0.51285,1.57077,0.18784,Cinza,1,0
